Date_Code,Wk_Code,Month,Month ID,Quarter,Year,Cymw,Fymw
4/13/24,Apr W2'24,Apr,04,CQ2'24,2024,2024-04 W2,FY24Q3Apr W2
4/20/24,Apr W3'24,Apr,04,CQ2'24,2024,2024-04 W3,FY24Q3Apr W3
4/27/24,Apr W4'24,Apr,04,CQ2'24,2024,2024-04 W4,FY24Q3Apr W4
5/4/24,Apr W5'24,Apr,05,CQ2'24,2024,2024-04 W5,FY24Q3Apr W5
5/11/24,May W1'24,May,05,CQ2'24,2024,2024-05 W1,FY24Q3May W1
5/18/24,May W2'24,May,05,CQ2'24,2024,2024-05 W2,FY24Q3May W2
5/25/24,May W3'24,May,05,CQ2'24,2024,2024-05 W3,FY24Q3May W3
6/1/24,May W4'24,May,06,CQ2'24,2024,2024-05 W4,FY24Q3May W4
6/8/24,Jun W1'24,Jun,06,CQ2'24,2024,2024-06 W1,FY24Q3Jun W1
6/15/24,Jun W2'24,Jun,06,CQ2'24,2024,2024-06 W2,FY24Q3Jun W2
6/22/24,Jun W3'24,Jun,06,CQ2'24,2024,2024-06 W3,FY24Q3Jun W3
6/29/24,Jun W4'24,Jun,06,CQ2'24,2024,2024-06 W4,FY24Q3Jun W4
7/6/24,Jul W1'24,Jul,07,CQ3'24,2024,2024-07 W1,FY24Q4Jul W1
7/13/24,Jul W2'24,Jul,07,CQ3'24,2024,2024-07 W2,FY24Q4Jul W2
7/20/24,Jul W3'24,Jul,07,CQ3'24,2024,2024-07 W3,FY24Q4Jul W3
7/27/24,Jul W4'24,Jul,07,CQ3'24,2024,2024-07 W4,FY24Q4Jul W4
8/3/24,Jul W5'24,Jul,08,CQ3'24,2024,2024-07 W5,FY24Q4Jul W5
8/10/24,Aug W1'24,Aug,08,CQ3'24,2024,2024-08 W1,FY24Q4Aug W1
8/17/24,Aug W2'24,Aug,08,CQ3'24,2024,2024-08 W2,FY24Q4Aug W2
8/24/24,Aug W3'24,Aug,08,CQ3'24,2024,2024-08 W3,FY24Q4Aug W3
8/31/24,Aug W4'24,Aug,08,CQ3'24,2024,2024-08 W4,FY24Q4Aug W4
9/7/24,Sep W1'24,Sep,09,CQ3'24,2024,2024-09 W1,FY24Q4Sep W1
9/14/24,Sep W2'24,Sep,09,CQ3'24,2024,2024-09 W2,FY24Q4Sep W2
9/21/24,Sep W3'24,Sep,09,CQ3'24,2024,2024-09 W3,FY24Q4Sep W3
9/28/24,Sep W4'24,Sep,09,CQ3'24,2024,2024-09 W4,FY24Q4Sep W4
10/5/24,Oct W1'24,Oct,10,CQ4'24,2024,2024-10 W1,FY25Q1Oct W1
10/12/24,Oct W2'24,Oct,10,CQ4'24,2024,2024-10 W2,FY25Q1Oct W2
10/19/24,Oct W3'24,Oct,10,CQ4'24,2024,2024-10 W3,FY25Q1Oct W3
10/26/24,Oct W4'24,Oct,10,CQ4'24,2024,2024-10 W4,FY25Q1Oct W4
11/2/24,Oct W5'24,Oct,11,CQ4'24,2024,2024-10 W5,FY25Q1Oct W5
11/9/24,Nov W1'24,Nov,11,CQ4'24,2024,2024-11 W1,FY25Q1Nov W1
11/16/24,Nov W2'24,Nov,11,CQ4'24,2024,2024-11 W2,FY25Q1Nov W2
11/23/24,Nov W3'24,Nov,11,CQ4'24,2024,2024-11 W3,FY25Q1Nov W3
11/30/24,Nov W4'24,Nov,11,CQ4'24,2024,2024-11 W4,FY25Q1Nov W4
12/7/24,Dec W1'24,Dec,12,CQ4'24,2024,2024-12 W1,FY25Q1Dec W1
12/14/24,Dec W2'24,Dec,12,CQ4'24,2024,2024-12 W2,FY25Q1Dec W2
12/21/24,Dec W3'24,Dec,12,CQ4'24,2024,2024-12 W3,FY25Q1Dec W3
12/28/24,Dec W4'24,Dec,12,CQ4'24,2024,2024-12 W4,FY25Q1Dec W4
1/4/25,Jan W1'25,Jan,01,CQ1'25,2025,2025-01 W1,FY25Q2Jan W1
1/11/25,Jan W2'25,Jan,01,CQ1'25,2025,2025-01 W2,FY25Q2Jan W2
1/18/25,Jan W3'25,Jan,01,CQ1'25,2025,2025-01 W3,FY25Q2Jan W3
1/25/25,Jan W4'25,Jan,01,CQ1'25,2025,2025-01 W4,FY25Q2Jan W4
2/1/25,Jan W5'25,Jan,02,CQ1'25,2025,2025-01 W5,FY25Q2Jan W5
2/8/25,Feb W1'25,Feb,02,CQ1'25,2025,2025-02 W1,FY25Q2Feb W1
2/15/25,Feb W2'25,Feb,02,CQ1'25,2025,2025-02 W2,FY25Q2Feb W2
2/22/25,Feb W3'25,Feb,02,CQ1'25,2025,2025-02 W3,FY25Q2Feb W3
3/1/25,Feb W4'25,Feb,03,CQ1'25,2025,2025-02 W4,FY25Q2Feb W4
3/8/25,Mar W1'25,Mar,03,CQ1'25,2025,2025-03 W1,FY25Q2Mar W1
3/15/25,Mar W2'25,Mar,03,CQ1'25,2025,2025-03 W2,FY25Q2Mar W2
3/22/25,Mar W3'25,Mar,03,CQ1'25,2025,2025-03 W3,FY25Q2Mar W3
3/29/25,Mar W4'25,Mar,03,CQ1'25,2025,2025-03 W4,FY25Q2Mar W4
4/5/25,Apr W1'25,Apr,04,CQ2'25,2025,2025-04 W1,FY25Q3Apr W1
4/12/25,Apr W2'25,Apr,04,CQ2'25,2025,2025-04 W2,FY25Q3Apr W2
4/19/25,Apr W3'25,Apr,04,CQ2'25,2025,2025-04 W3,FY25Q3Apr W3
4/26/25,Apr W4'25,Apr,04,CQ2'25,2025,2025-04 W4,FY25Q3Apr W4
5/3/25,Apr W5'25,Apr,05,CQ2'25,2025,2025-04 W5,FY25Q3Apr W5
5/10/25,May W1'25,May,05,CQ2'25,2025,2025-05 W1,FY25Q3May W1
5/17/25,May W2'25,May,05,CQ2'25,2025,2025-05 W2,FY25Q3May W2
5/24/25,May W3'25,May,05,CQ2'25,2025,2025-05 W3,FY25Q3May W3
5/31/25,May W4'25,May,05,CQ2'25,2025,2025-05 W4,FY25Q3May W4
6/7/25,Jun W1'25,Jun,06,CQ2'25,2025,2025-06 W1,FY25Q3Jun W1
6/14/25,Jun W2'25,Jun,06,CQ2'25,2025,2025-06 W2,FY25Q3Jun W2
6/21/25,Jun W3'25,Jun,06,CQ2'25,2025,2025-06 W3,FY25Q3Jun W3
6/28/25,Jun W4'25,Jun,06,CQ2'25,2025,2025-06 W4,FY25Q3Jun W4
7/5/25,Jul W1'25,Jul,07,CQ3'25,2025,2025-07 W1,FY25Q4Jul W1
7/12/25,Jul W2'25,Jul,07,CQ3'25,2025,2025-07 W2,FY25Q4Jul W2
7/19/25,Jul W3'25,Jul,07,CQ3'25,2025,2025-07 W3,FY25Q4Jul W3
7/26/25,Jul W4'25,Jul,07,CQ3'25,2025,2025-07 W4,FY25Q4Jul W4
8/2/25,Jul W5'25,Jul,08,CQ3'25,2025,2025-07 W5,FY25Q4Jul W5
8/9/25,Aug W1'25,Aug,08,CQ3'25,2025,2025-08 W1,FY25Q4Aug W1
8/16/25,Aug W2'25,Aug,08,CQ3'25,2025,2025-08 W2,FY25Q4Aug W2
8/23/25,Aug W3'25,Aug,08,CQ3'25,2025,2025-08 W3,FY25Q4Aug W3
8/30/25,Aug W4'25,Aug,08,CQ3'25,2025,2025-08 W4,FY25Q4Aug W4
9/6/25,Sep W1'25,Sep,09,CQ3'25,2025,2025-09 W1,FY25Q4Sep W1
9/13/25,Sep W2'25,Sep,09,CQ3'25,2025,2025-09 W2,FY25Q4Sep W2
9/20/25,Sep W3'25,Sep,09,CQ3'25,2025,2025-09 W3,FY25Q4Sep W3
9/27/25,Sep W4'25,Sep,09,CQ3'25,2025,2025-09 W4,FY25Q4Sep W4
10/4/25,Oct W1'25,Oct,10,CQ4'25,2025,2025-10 W1,FY26Q1Oct W1
10/11/25,Oct W2'25,Oct,10,CQ4'25,2025,2025-10 W2,FY26Q1Oct W2
10/18/25,Oct W3'25,Oct,10,CQ4'25,2025,2025-10 W3,FY26Q1Oct W3
10/25/25,Oct W4'25,Oct,10,CQ4'25,2025,2025-10 W4,FY26Q1Oct W4
11/1/25,Oct W5'25,Oct,11,CQ4'25,2025,2025-10 W5,FY26Q1Oct W5
11/8/25,Nov W1'25,Nov,11,CQ4'25,2025,2025-11 W1,FY26Q1Nov W1
11/15/25,Nov W2'25,Nov,11,CQ4'25,2025,2025-11 W2,FY26Q1Nov W2
11/22/25,Nov W3'25,Nov,11,CQ4'25,2025,2025-11 W3,FY26Q1Nov W3
11/29/25,Nov W4'25,Nov,11,CQ4'25,2025,2025-11 W4,FY26Q1Nov W4
12/6/25,Dec W1'25,Dec,12,CQ4'25,2025,2025-12 W1,FY26Q1Dec W1
12/13/25,Dec W2'25,Dec,12,CQ4'25,2025,2025-12 W2,FY26Q1Dec W2
12/20/25,Dec W3'25,Dec,12,CQ4'25,2025,2025-12 W3,FY26Q1Dec W3
12/27/25,Dec W4'25,Dec,12,CQ4'25,2025,2025-12 W4,FY26Q1Dec W4
1/3/26,Jan W1'26,Jan,01,CQ1'26,2026,2026-01 W1,FY26Q2Jan W1
1/10/26,Jan W2'26,Jan,01,CQ1'26,2026,2026-01 W2,FY26Q2Jan W2
1/17/26,Jan W3'26,Jan,01,CQ1'26,2026,2026-01 W3,FY26Q2Jan W3
1/24/26,Jan W4'26,Jan,01,CQ1'26,2026,2026-01 W4,FY26Q2Jan W4
1/31/26,Jan W5'26,Jan,01,CQ1'26,2026,2026-01 W5,FY26Q2Jan W5
2/7/26,Feb W1'26,Feb,02,CQ1'26,2026,2026-02 W1,FY26Q2Feb W1
2/14/26,Feb W2'26,Feb,02,CQ1'26,2026,2026-02 W2,FY26Q2Feb W2
2/21/26,Feb W3'26,Feb,02,CQ1'26,2026,2026-02 W3,FY26Q2Feb W3
2/28/26,Feb W4'26,Feb,02,CQ1'26,2026,2026-02 W4,FY26Q2Feb W4
3/7/26,Mar W1'26,Mar,03,CQ1'26,2026,2026-03 W1,FY26Q2Mar W1
3/14/26,Mar W2'26,Mar,03,CQ1'26,2026,2026-03 W2,FY26Q2Mar W2
3/21/26,Mar W3'26,Mar,03,CQ1'26,2026,2026-03 W3,FY26Q2Mar W3
3/28/26,Mar W4'26,Mar,03,CQ1'26,2026,2026-03 W4,FY26Q2Mar W4
4/4/26,Apr W1'26,Apr,04,CQ2'26,2026,2026-04 W1,FY26Q3Apr W1
4/11/26,Apr W2'26,Apr,04,CQ2'26,2026,2026-04 W2,FY26Q3Apr W2
4/18/26,Apr W3'26,Apr,04,CQ2'26,2026,2026-04 W3,FY26Q3Apr W3
4/25/26,Apr W4'26,Apr,04,CQ2'26,2026,2026-04 W4,FY26Q3Apr W4
5/2/26,Apr W5'26,Apr,05,CQ2'26,2026,2026-04 W5,FY26Q3Apr W5
5/9/26,May W1'26,May,05,CQ2'26,2026,2026-05 W1,FY26Q3May W1
5/16/26,May W2'26,May,05,CQ2'26,2026,2026-05 W2,FY26Q3May W2
5/23/26,May W3'26,May,05,CQ2'26,2026,2026-05 W3,FY26Q3May W3
5/30/26,May W4'26,May,05,CQ2'26,2026,2026-05 W4,FY26Q3May W4
6/6/26,Jun W1'26,Jun,06,CQ2'26,2026,2026-06 W1,FY26Q3Jun W1
6/13/26,Jun W2'26,Jun,06,CQ2'26,2026,2026-06 W2,FY26Q3Jun W2
6/20/26,Jun W3'26,Jun,06,CQ2'26,2026,2026-06 W3,FY26Q3Jun W3
6/27/26,Jun W4'26,Jun,06,CQ2'26,2026,2026-06 W4,FY26Q3Jun W4
7/4/26,Jul W1'26,Jul,07,CQ3'26,2026,2026-07 W1,FY26Q4Jul W1
7/11/26,Jul W2'26,Jul,07,CQ3'26,2026,2026-07 W2,FY26Q4Jul W2
7/18/26,Jul W3'26,Jul,07,CQ3'26,2026,2026-07 W3,FY26Q4Jul W3
7/25/26,Jul W4'26,Jul,07,CQ3'26,2026,2026-07 W4,FY26Q4Jul W4
8/1/26,Jul W5'26,Jul,08,CQ3'26,2026,2026-07 W5,FY26Q4Jul W5
8/8/26,Aug W1'26,Aug,08,CQ3'26,2026,2026-08 W1,FY26Q4Aug W1
8/15/26,Aug W2'26,Aug,08,CQ3'26,2026,2026-08 W2,FY26Q4Aug W2
8/22/26,Aug W3'26,Aug,08,CQ3'26,2026,2026-08 W3,FY26Q4Aug W3
8/29/26,Aug W4'26,Aug,08,CQ3'26,2026,2026-08 W4,FY26Q4Aug W4
9/5/26,Sep W1'26,Sep,09,CQ3'26,2026,2026-09 W1,FY26Q4Sep W1
9/12/26,Sep W2'26,Sep,09,CQ3'26,2026,2026-09 W2,FY26Q4Sep W2
9/19/26,Sep W3'26,Sep,09,CQ3'26,2026,2026-09 W3,FY26Q4Sep W3
9/26/26,Sep W4'26,Sep,09,CQ3'26,2026,2026-09 W4,FY26Q4Sep W4
10/3/26,Oct W1'26,Oct,10,CQ4'26,2026,2026-10 W1,FY27Q1Oct W1
10/10/26,Oct W2'26,Oct,10,CQ4'26,2026,2026-10 W2,FY27Q1Oct W2
10/17/26,Oct W3'26,Oct,10,CQ4'26,2026,2026-10 W3,FY27Q1Oct W3
10/24/26,Oct W4'26,Oct,10,CQ4'26,2026,2026-10 W4,FY27Q1Oct W4
10/31/26,Oct W5'26,Oct,10,CQ4'26,2026,2026-10 W5,FY27Q1Oct W5
11/7/26,Nov W1'26,Nov,11,CQ4'26,2026,2026-11 W1,FY27Q1Nov W1
11/14/26,Nov W2'26,Nov,11,CQ4'26,2026,2026-11 W2,FY27Q1Nov W2
11/21/26,Nov W3'26,Nov,11,CQ4'26,2026,2026-11 W3,FY27Q1Nov W3
11/28/26,Nov W4'26,Nov,11,CQ4'26,2026,2026-11 W4,FY27Q1Nov W4
12/5/26,Dec W1'26,Dec,12,CQ4'26,2026,2026-12 W1,FY27Q1Dec W1
12/12/26,Dec W2'26,Dec,12,CQ4'26,2026,2026-12 W2,FY27Q1Dec W2
12/19/26,Dec W3'26,Dec,12,CQ4'26,2026,2026-12 W3,FY27Q1Dec W3
12/26/26,Dec W4'26,Dec,12,CQ4'26,2026,2026-12 W4,FY27Q1Dec W4
